BoroughCode,StatusOrderNumber,MainStreet,FromStreet,ToStreet,SideOfStreet
M,S-106338,UNIVERSITY PLACE,WAVERLY PLACE,EAST    8 STREET,E
M,P-253098,UNIVERSITY PLACE,WASHINGTON SQUARE NORTH,WASHINGTON MEWS,W
M,S-236475,UNIVERSITY PLACE,EAST   13 STREET,EAST   14 STREET,W
M,S-106385,UNIVERSITY PLACE,EAST   10 STREET,EAST   11 STREET,W
M,P-253096,UNIVERSITY PLACE,WASHINGTON MEWS,EAST    8 STREET,W
M,S-106333,UNIVERSITY PLACE,EAST    9 STREET,EAST   10 STREET,W
M,S-106334,UNIVERSITY PLACE,EAST    8 STREET,EAST    9 STREET,W
M,S-600404,UNNAMED STREET,UNNAMED STREET,UNNAMED STREET,N
M,P-059436,UNNAMED STREET,WEST  144 STREET,WEST  143 STREET,W
M,S-008845,UNNAMED STREET,AMSTERDAM AVENUE,BROADWAY,N
M,S-037703,UNNAMED STREET,WEST   34 STREET,WEST   35 STREET,W
M,S-037705,UNNAMED STREET,WEST   33 STREET,WEST   34 STREET,E
M,S-037706,UNNAMED STREET,WEST   33 STREET,WEST   34 STREET,W
M,S-041084,UNNAMED STREET,PEARL STREET,SOUTH STREET,N
M,S-041085,UNNAMED STREET,PEARL STREET,SOUTH STREET,S
M,S-077748,UNNAMED STREET,EAST  106 STREET,EAST  105 STREET,W
M,S-082329,UNNAMED STREET,WEST  134 STREET,WEST  135 STREET,E
M,S-082414,UNNAMED STREET,EAST   93 STREET,EAST   94 STREET,W
M,S-082415,UNNAMED STREET,EAST   94 STREET,EAST   95 STREET,W
M,S-082416,UNNAMED STREET,EAST   95 STREET,EAST   96 STREET,W
M,S-101129,UNNAMED STREET,WEST  141 STREET,WEST  142 STREET,E
M,S-208222,UNNAMED STREET,WEST   70 STREET,DEAD END,W
M,S-214763,UNNAMED STREET,VESTRY STREET,LAIGHT STREET,W
M,S-217475,UNNAMED STREET,EAST   48 STREET,EAST   49 STREET,W
M,S-249733,UNNAMED STREET,ROBERT F WAGNER PLACE,ROBERT F WAGNER PLACE,E
M,S-249734,UNNAMED STREET,ROBERT F WAGNER PLACE,ROBERT F WAGNER PLACE,W
M,S-276846,UNNAMED STREET,EAST   25 STREET,EAST   23 STREET,W
M,S-276847,UNNAMED STREET,EAST   23 STREET,EAST   25 STREET,E
M,S-276848,UNNAMED STREET,EAST   20 STREET,EAST   20 STREET,E
M,S-276850,UNNAMED STREET,EAST   20 STREET,AVENUE C,E
M,S-282765,UNNAMED STREET,BROADWAY,PARK ROW,S
M,S-282766,UNNAMED STREET,PARK ROW,BROADWAY,N
M,S-283481,UNNAMED STREET,EAST   30 STREET,UNNAMED STREET,E
M,S-283482,UNNAMED STREET,EAST   30 STREET,EAST   29 STREET,W
M,S-283483,UNNAMED STREET,EAST   29 STREET,EAST   28 STREET,W
M,S-283484,UNNAMED STREET,EAST   28 STREET,EAST   27 STREET,W
M,S-283487,UNNAMED STREET,EAST   27 STREET,UNNAMED STREET,W
M,S-283490,UNNAMED STREET,FIRST AVENUE,UNNAMED STREET,S
M,S-283491,UNNAMED STREET,WEST   29 STREET,WEST   26 STREET,W
M,S-283492,UNNAMED STREET,FIRST AVENUE,UNNAMED STREET,N
M,S-283493,UNNAMED STREET,EAST   29 STREET,EAST   26 STREET,E
M,S-283494,UNNAMED STREET,EAST   29 STREET,EAST   20 STREET,W
M,S-283762,UNNAMED STREET,BROOME STREET,DELANCEY STREET,E
M,S-600405,UNNAMED STREET,UNNAMED STREET,UNNAMED STREET,S
M,S-223244,VAN CORLEAR PLACE,WEST  227 STREET,FORT CHARLES PLACE,E
M,S-073084,VAN CORLEAR PLACE,JACOBUS PLACE,WEST  227 STREET,N
M,S-288739,VAN CORLEAR PLACE,WEST  227 STREET,JACOBUS PLACE,W
M,S-102053,VANDAM STREET,GREENWICH STREET,HUDSON STREET,N
M,S-172943,VANDAM STREET,VARICK STREET,HUDSON STREET,S
M,S-102048,VANDAM STREET,AVENUE OF THE AMERICAS,VARICK STREET,S
M,S-102052,VANDAM STREET,GREENWICH STREET,HUDSON STREET,S
M,S-102047,VANDAM STREET,AVENUE OF THE AMERICAS,VARICK STREET,N
M,S-102050,VANDAM STREET,VARICK STREET,HUDSON STREET,N
M,P-251437,VANDERBILT AVENUE,EAST   46 STREET,EAST   45 STREET,W
M,S-195944,VANDERBILT AVENUE,EAST   44 STREET,EAST   43 STREET,W
M,S-028406,VANDERBILT AVENUE,WEST   43 STREET,WEST   44 STREET,N
M,S-269331,VANDERBILT AVENUE,EAST   42 STREET,EAST   45 STREET,E
M,P-251435,VANDERBILT AVENUE,EAST   45 STREET,EAST   46 STREET,E
M,S-782352,VANDERBILT AVENUE,EAST   45 STREET,EAST   44 STREET,E
M,S-782353,VANDERBILT AVENUE,EAST   44 STREET,EAST   42 STREET,E
M,P-253005,VANDERBILT AVENUE,EAST   46 STREET,EAST   47 STREET,E
M,P-253000,VANDERBILT AVENUE,EAST   45 STREET,EAST   44 STREET,W
M,S-085326,VANDERBILT AVENUE,EAST   42 STREET,EAST   43 STREET,W
M,S-161983,VANDERBILT AVENUE,EAST   47 STREET,EAST   46 STREET,W
M,P-251966,VARICK STREET,VANDAM STREET,SPRING STREET,W
M,S-182498,VARICK STREET,FRANKLIN STREET,LEONARD STREET,E
M,S-103824,VARICK STREET,DOMINICK STREET,BROOME STREET,W
M,P-251806,VARICK STREET,GRAND STREET,CANAL STREET,E
M,P-246678,VARICK STREET,KING STREET,CHARLTON STREET,W
M,S-103795,VARICK STREET,DOMINICK STREET,BROOME STREET,E
M,S-989869,VARICK STREET,FRANKLIN STREET,WEST BROADWAY,E
M,P-251805,VARICK STREET,WATTS STREET,GRAND STREET,E
M,S-103794,VARICK STREET,SPRING STREET,DOMINICK STREET,W
M,S-188374,VARICK STREET,CANAL STREET,LAIGHT STREET,W
M,P-251968,VARICK STREET,CHARLTON STREET,VANDAM STREET,E
M,S-989852,VARICK STREET,VESTRY STREET,LAIGHT STREET,E
M,S-103819,VARICK STREET,SPRING STREET,DOMINICK STREET,E
M,S-263943,VARICK STREET,ERICSSON PLACE,NORTH MOORE STREET,W
M,P-269295,VARICK STREET,DOWNING STREET,WEST HOUSTON STREET,E
M,S-123344,VARICK STREET,NORTH MOORE STREET,FRANKLIN STREET,W
M,P-251961,VARICK STREET,CHARLTON STREET,VANDAM STREET,W
M,S-196722,VARICK STREET,WEST HOUSTON STREET,KING STREET,E
M,P-251803,VARICK STREET,WATTS STREET,CANAL STREET,W
M,S-989870,VARICK STREET,FRANKLIN STREET,LEONARD STREET,W
M,S-989726,VARICK STREET,NORTH MOORE STREET,FRANKLIN STREET,E
M,S-103821,VARICK STREET,BROOME STREET,WATTS STREET,W
M,S-248980,VARICK STREET,WEST HOUSTON STREET,KING STREET,W
M,P-283263,VARICK STREET,CLARKSON STREET,WEST HOUSTON STREET,W
M,S-120293,VARICK STREET,LAIGHT STREET,BEACH STREET,E
M,S-831082,VARICK STREET,LAIGHT STREET,BEACH STREET,W
M,P-251804,VARICK STREET,BROOME STREET,WATTS STREET,E
M,P-252004,VARICK STREET,KING STREET,CHARLTON STREET,E
M,S-989768,VARICK STREET,BEACH STREET,NORTH MOORE STREET,E
M,P-252003,VARICK STREET,VANDAM STREET,SPRING STREET,E
M,S-188375,VARICK STREET,VESTRY STREET,LAIGHT STREET,W
M,P-263308,VERMILYEA AVENUE,WEST  204 STREET,WEST  207 STREET,E
M,S-199079,VERMILYEA AVENUE,WEST  211 STREET,ISHAM STREET,W
M,S-199080,VERMILYEA AVENUE,WEST  207 STREET,ISHAM STREET,E
M,S-199081,VERMILYEA AVENUE,ACADEMY STREET,WEST  204 STREET,E
M,S-199096,VERMILYEA AVENUE,WEST  204 STREET,ACADEMY STREET,W
M,P-263310,VERMILYEA AVENUE,WEST  207 STREET,WEST  204 STREET,W
M,S-199100,VERMILYEA AVENUE,ISHAM STREET,WEST  207 STREET,W
M,S-199357,VERMILYEA AVENUE,ISHAM STREET,WEST  211 STREET,E
M,S-600056,VESEY STREET,GREENWICH STREET,HUDSON STREET,S
M,S-217325,VESEY STREET,HUDSON STREET,HUDSON STREET,N
M,P-032177,VESEY STREET,WASHINGTON STREET,GREENWICH STREET,N
M,S-241136,VESEY STREET,CHURCH STREET,BROADWAY,N
M,P-032180,VESEY STREET,WASHINGTON STREET,WEST STREET,S
M,S-812417,VESEY STREET,DEAD END,WEST STREET,S
M,S-101780,VESEY STREET,CHURCH STREET,BROADWAY,S
M,S-988793,VESEY STREET,WEST STREET,CHURCH STREET,S
M,S-255568,VESEY STREET,WEST STREET,NORTH END AVENUE,N
M,S-277716,VESEY STREET,CHURCH STREET,WEST STREET,N
M,S-819728,VESEY STREET,WASHINGTON STREET,WEST STREET,N
M,S-989265,VESEY STREET,WEST BROADWAY,WASHINGTON STREET,N
M,S-280067,VESEY STREET,NORTH END AVENUE,WEST STREET,S
M,S-067134,VESEY STREET,CHURCH STREET,WEST BROADWAY,S
M,S-221649,VESEY STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-067136,VESEY STREET,WEST BROADWAY,CHURCH STREET,N
M,S-988794,VESEY STREET           *N RDWY,CHURCH STREET,WEST BROADWAY,N
M,S-989085,VESTRY STREET,HUDSON STREET,VARICK STREET,S
M,S-990083,VESTRY STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-989033,VESTRY STREET,WEST STREET,WASHINGTON STREET,S
M,S-988921,VESTRY STREET,GREENWICH STREET,HUDSON STREET,N
M,S-988919,VESTRY STREET,WASHINGTON STREET,GREENWICH STREET,N
M,S-988918,VESTRY STREET,WEST STREET,WASHINGTON STREET,N
M,S-068726,VESTRY STREET,GREENWICH STREET,HUDSON STREET,S
M,S-278025,VESTRY STREET,HUDSON STREET,VARICK STREET,N
M,S-203964,WADSWORTH AVENUE,WEST  189 STREET,WEST  190 STREET,E
M,S-960237,WADSWORTH AVENUE,WEST  176 STREET,WEST  175 STREET,W
M,S-203871,WADSWORTH AVENUE,WEST  184 STREET,WEST  185 STREET,E
M,S-203932,WADSWORTH AVENUE,WEST  183 STREET,WEST  184 STREET,E
M,S-203933,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WEST  190 STREET,W
M,S-203961,WADSWORTH AVENUE,WEST  185 STREET,WEST  186 STREET,E
M,S-203962,WADSWORTH AVENUE,WEST  187 STREET,WEST  188 STREET,E
M,S-203963,WADSWORTH AVENUE,WEST  188 STREET,WEST  189 STREET,E
M,P-198725,WADSWORTH AVENUE,WEST  182 STREET,WEST  181 STREET,W
M,S-264199,WADSWORTH AVENUE,WEST  175 STREET,WEST  174 STREET,W
M,P-277759,WADSWORTH AVENUE,WEST  181 STREET,WEST  180 STREET,W
M,P-277036,WADSWORTH AVENUE,WEST  181 STREET,WEST  182 STREET,E
M,S-204337,WADSWORTH AVENUE,WEST  175 STREET,WEST  176 STREET,E
M,S-237340,WADSWORTH AVENUE,WEST  186 STREET,WEST  187 STREET,E
M,S-197976,WADSWORTH AVENUE,WEST  187 STREET,WEST  185 STREET,W
M,S-204434,WADSWORTH AVENUE,WEST  184 STREET,WEST  183 STREET,W
M,S-204435,WADSWORTH AVENUE,WEST  183 STREET,WEST  182 STREET,W
M,S-204641,WADSWORTH AVENUE,WEST  178 STREET,WEST  179 STREET,E
M,S-204642,WADSWORTH AVENUE,WEST  173 STREET,WEST  174 STREET,E
M,S-204643,WADSWORTH AVENUE,WEST  177 STREET,WEST  178 STREET,E
M,S-204644,WADSWORTH AVENUE,WEST  189 STREET,WEST  188 STREET,W
M,S-204645,WADSWORTH AVENUE,WEST  192 STREET,ST NICHOLAS AVENUE,E
M,S-204646,WADSWORTH AVENUE,WEST  191 STREET,WEST  192 STREET,E
M,S-204647,WADSWORTH AVENUE,WEST  190 STREET,WEST  191 STREET,E
M,S-204648,WADSWORTH AVENUE,WEST  176 STREET,WEST  177 STREET,E
M,S-204651,WADSWORTH AVENUE,WEST  190 STREET,WEST  189 STREET,W
M,S-204652,WADSWORTH AVENUE,WEST  179 STREET,WEST  180 STREET,E
M,S-204653,WADSWORTH AVENUE,WEST  188 STREET,WEST  187 STREET,W
M,S-204654,WADSWORTH AVENUE,WEST  185 STREET,WEST  184 STREET,W
M,S-197975,WADSWORTH AVENUE,WEST  180 STREET,WEST  179 STREET,W
M,S-197962,WADSWORTH AVENUE,WEST  179 STREET,WEST  178 STREET,W
M,S-208375,WADSWORTH AVENUE,WEST  180 STREET,WEST  181 STREET,E
M,S-197961,WADSWORTH AVENUE,WEST  177 STREET,WEST  176 STREET,W
M,S-197958,WADSWORTH AVENUE,WEST  178 STREET,WEST  177 STREET,W
M,S-205751,WADSWORTH AVENUE,WEST  182 STREET,WEST  183 STREET,E
M,S-197948,WADSWORTH AVENUE,WEST  173 STREET,WEST  174 STREET,W
M,S-197478,WADSWORTH AVENUE,WEST  174 STREET,WEST  175 STREET,E
M,S-203945,WADSWORTH TERRACE,FAIRVIEW AVENUE,WEST  188 STREET,W
M,S-959984,WADSWORTH TERRACE,WEST  189 STREET,WEST  188 STREET,E
M,S-959982,WADSWORTH TERRACE,WEST  189 STREET,WEST  190 STREET,E
M,S-204328,WADSWORTH TERRACE,FAIRVIEW AVENUE,WEST  190 STREET,E
M,P-256613,WALKER STREET,BROADWAY,CORTLANDT ALLEY,S
M,P-274849,WALKER STREET,BROADWAY,CORTLANDT ALLEY,N
M,S-141037,WALKER STREET,BAXTER STREET,CANAL STREET,N
M,P-256631,WALKER STREET,CENTRE STREET,BAXTER STREET,S
M,S-989175,WALKER STREET,CHURCH STREET,BROADWAY,N
M,P-256615,WALKER STREET,CORTLANDT ALLEY,LAFAYETTE STREET,S
M,S-989174,WALKER STREET,AVENUE OF THE AMERICAS,CHURCH STREET,N
M,S-989173,WALKER STREET,WEST BROADWAY,AVENUE OF THE AMERICAS,N
M,S-989168,WALKER STREET,CHURCH STREET,BROADWAY,S
M,P-256652,WALKER STREET,CORTLANDT ALLEY,LAFAYETTE STREET,N
M,P-256632,WALKER STREET,CENTRE STREET,BAXTER STREET,N
M,S-023141,WALKER STREET,AVENUE OF THE AMERICAS,CHURCH STREET,S
M,P-256630,WALKER STREET,LAFAYETTE STREET,CENTRE STREET,N
M,S-989742,WALKER STREET,WEST BROADWAY,AVENUE OF THE AMERICAS,S
M,P-253240,WALKER STREET,BAXTER STREET,MULBERRY STREET,S
M,P-256627,WALKER STREET,LAFAYETTE STREET,CENTRE STREET,S

M,S-157886,WARREN STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-896782,WARREN STREET,NORTH END AVENUE       *W RDWY,NORTH END AVENUE       *E RDWY,S
M,S-081014,WARREN STREET,RIVER TERRACE,NORTH END AVENUE       *W RDWY,S
M,S-271187,WARREN STREET,WEST STREET,GREENWICH STREET,N
M,S-108222,WARREN STREET,WEST STREET,NORTH END AVENUE       *E RDWY,N
M,S-983990,WARREN STREET,NORTH END AVENUE,RIVER TERRACE,N
M,S-190694,WARREN STREET,WASHINGTON STREET,GREENWICH STREET,N
M,S-232634,WARREN STREET,CHURCH STREET,BROADWAY,S
M,S-150887,WARREN STREET,GREENWICH STREET,WEST BROADWAY,N
M,S-154336,WARREN STREET,GREENWICH STREET,WEST BROADWAY,S
M,S-923938,WARREN STREET,WEST STREET,WEST STREET,N
M,S-150885,WARREN STREET,WEST BROADWAY,CHURCH STREET,S
M,S-261777,WARREN STREET,WEST STREET,GREENWICH STREET,S
M,S-189763,WARREN STREET,WEST STREET,WASHINGTON STREET,N
M,S-189767,WARREN STREET,WEST STREET,WASHINGTON STREET,S
M,S-242996,WARREN STREET,CHURCH STREET,BROADWAY,N
M,S-150884,WARREN STREET,WEST BROADWAY,CHURCH STREET,N
M,S-923934,WARREN STREET,NORTH END AVENUE       *W RDWY,NORTH END AVENUE       *E RDWY,N
M,S-210412,WARREN STREET,NORTH END AVENUE,WEST STREET,S
M,S-206540,WARREN STREET,NORTH END AVENUE       *E RDWY,WEST STREET,S
M,S-049262,WASHINGTON BRIDGE,G WASHINGTON BRIDGE,AMSTERDAM AVENUE,S
M,S-600903,WASHINGTON BRIDGE,G WASHINGTON BRIDGE,AMSTERDAM AVENUE,N
M,S-106185,WASHINGTON PLACE,BARCLAY STREET,PARK PLACE,W
M,S-106536,WASHINGTON PLACE,BROADWAY,MERCER STREET,N
M,P-253153,WASHINGTON PLACE,BROADWAY,MERCER STREET,S
M,P-253099,WASHINGTON PLACE,MERCER STREET,GREENE STREET,S
M,S-106537,WASHINGTON PLACE,MERCER STREET,GREENE STREET,N
M,S-010750,WASHINGTON PLACE,EDGAR STREET,RECTOR STREET,E
M,S-601597,WASHINGTON PLACE,GROVE STREET,WASHINGTON SQUARE WEST,N
M,S-106184,WASHINGTON PLACE,BARCLAY STREET,PARK PLACE,E
M,S-106285,WASHINGTON PLACE,AVENUE OF AMERICAS,WASHINGTON SQUARE WEST,N
M,S-103143,WASHINGTON PLACE,GROVE STREET,AVENUE OF THE AMERICAS,N
M,S-103142,WASHINGTON PLACE,GROVE STREET,BARROW STREET,S
M,S-231981,WASHINGTON PLACE,BARROW STREET,AVENUE OF THE AMERICAS,S
M,S-106820,WASHINGTON PLACE,GREENE STREET,WASHINGTON SQUARE EAST,S
M,S-010749,WASHINGTON PLACE,EDGAR STREET,RECTOR STREET,W
M,S-262219,WASHINGTON PLACE,ALBANY STREET,CEDAR STREET,W
M,S-106539,WASHINGTON PLACE,GREENE STREET,WASHINGTON SQUARE EAST,N
M,S-282249,WASHINGTON PLACE,BANK STREET,WEST   11 STREET,W
M,P-254592,WASHINGTON PLACE,AVENUE OF THE AMERICAS,WASHINGTON SQUARE WEST,S
M,S-210676,WASHINGTON SQUARE,THOMPSON STREET,BROADWAY,N
M,S-225434,WASHINGTON SQUARE,BROADWAY,WOOSTER STREET,S
M,S-231444,WASHINGTON SQUARE,FIFTH AVENUE,WASHINGTON SQUARE,S
M,S-210677,WASHINGTON SQUARE,BROADWAY,WASHINGTON SQUARE,N
M,S-222293,WASHINGTON SQUARE,WASHINGTON SQUARE,WASHINGTON SQUARE,E
M,S-241794,WASHINGTON SQUARE,LA GUARDIA PLACE,WASHINGTON SQUARE,S
M,S-106330,WASHINGTON SQUARE EAST,WEST    4 STREET,WAVERLY PLACE,W
M,S-851710,WASHINGTON SQUARE EAST,WEST    4 STREET,WASHINGTON PLACE,E
M,S-106331,WASHINGTON SQUARE EAST,WASHINGTON PLACE,WAVERLY PLACE,E
M,S-017885,WASHINGTON SQUARE NORTH,WAVERLY PLACE,WASHINGTON PLACE,W
M,S-106552,WASHINGTON SQUARE NORTH,FIFTH AVENUE,MAC DOUGAL STREET,N
M,S-106551,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,N
M,S-204924,WASHINGTON SQUARE SOUTH,WASHINGTON SQUARE WEST,MACDOUGAL STREET,N
M,S-106874,WASHINGTON SQUARE SOUTH,WASHINGTON SQUARE WEST,WASHINGTON SQUARE EAST,N
M,S-190217,WASHINGTON SQUARE SOUTH,SULLIVAN STREET,THOMPSON STREET,S
M,S-937126,WASHINGTON SQUARE SOUTH,THOMPSON STREET,LA GUARDIA PLACE,S
M,S-204316,WASHINGTON SQUARE SOUTH,MAC DOUGAL STREET,SULLIVAN STREET,S
M,S-106532,WASHINGTON SQUARE SOUTH,LA GUARDIA PLACE,MERCER STREET,S
M,S-158369,WASHINGTON SQUARE      *W,WAVERLY PLACE,WASHINGTON PLACE,W
M,S-217705,WASHINGTON SQUARE WEST,WASHINGTON PLACE,WEST    4 STREET,W
M,S-106786,WASHINGTON SQUARE WEST,WAVERLY PLACE,WASHINGTON PLACE,W
M,S-106785,WASHINGTON SQUARE WEST,WEST    4 STREET,WAVERLY PLACE,E
M,S-102339,WASHINGTON SQUARE WEST,WEST    4 STREET,WASHINGTON PLACE,E
M,S-102340,WASHINGTON SQUARE WEST,WASHINGTON PLACE,WAVERLY PLACE,E
M,S-190945,WASHINGTON SQUARE WEST,WEST    4 STREET,WAVERLY PLACE,W
M,S-235325,WASHINGTON STREET,HORATIO STREET,JAMES STREET,W
M,S-235284,WASHINGTON STREET,WEST   13 STREET,WEST   12 STREET,E
M,S-213957,WASHINGTON STREET,DEY STREET,FULTON STREET,E
M,S-233319,WASHINGTON STREET,DESBROSSES STREET,WATTS STREET,W
M,S-018384,WASHINGTON STREET,VESEY STREET,BARCLAY STREET,E
M,S-234939,WASHINGTON STREET,CEDAR STREET,ALBANY STREET,W
M,S-186181,WASHINGTON STREET,WEST   13 STREET,WEST   14 STREET,E
M,S-106175,WASHINGTON STREET,LIBERTY STREET,CORTLANDT STREET,W
M,S-226818,WASHINGTON STREET,CARLISLE STREET,RECTOR STREET,E
M,S-105524,WASHINGTON STREET,WEST   12 STREET,BETHUNE STREET,E
M,S-105535,WASHINGTON STREET,CHRISTOPHER STREET,BARROW STREET,E
M,S-105540,WASHINGTON STREET,WEST   14 STREET,WEST   13 STREET,W
M,S-105544,WASHINGTON STREET,HORATIO STREET,JANE STREET,W
M,S-105545,WASHINGTON STREET,JANE STREET,WEST   12 STREET,W
M,S-105546,WASHINGTON STREET,BETHUNE STREET,BANK STREET,W
M,S-105547,WASHINGTON STREET,BANK STREET,WEST   11 STREET,W
M,S-105551,WASHINGTON STREET,CHARLES LANE,CHARLES STREET,W
M,S-105552,WASHINGTON STREET,CHARLES STREET,WEST   10 STREET,W
M,S-105553,WASHINGTON STREET,WEST   10 STREET,CHRISTOPHER STREET,W
M,S-105554,WASHINGTON STREET,CHRISTOPHER STREET,BARROW STREET,W
M,S-226816,WASHINGTON STREET,CARLISLE STREET,ALBANY STREET,E
M,S-105606,WASHINGTON STREET,CLARKSON STREET,WEST HOUSTON STREET,W
M,S-106172,WASHINGTON STREET,CEDAR STREET,LIBERTY STREET,E
M,S-106174,WASHINGTON STREET,LIBERTY STREET,CORTLANDT STREET,E
M,S-195035,WASHINGTON STREET,LITTLE WEST   12 STREET,WEST   13 STREET,E
M,S-184891,WASHINGTON STREET,SPRING STREET,CANAL STREET,E
M,S-988774,WASHINGTON STREET,CEDAR STREET,LIBERTY STREET,W
M,S-156166,WASHINGTON STREET,CARLISLE STREET,RECTOR STREET,W
M,S-237763,WASHINGTON STREET,WEST   12 STREET,GANSEVOORT STREET,W
M,S-237762,WASHINGTON STREET,WEST   13 STREET,WEST   12 STREET,W
M,S-184595,WASHINGTON STREET,LITTLE WEST   12 STREET,GANSEVOORT STREET,E
M,P-256635,WASHINGTON STREET,VESEY STREET,BARCLAY STREET,W
M,S-184326,WASHINGTON STREET,GANSEVOORT STREET,HORATIO STREET,E
M,S-184325,WASHINGTON STREET,SPRING STREET,CANAL STREET,W
M,S-121562,WASHINGTON STREET,LAIGHT STREET,VESTRY STREET,E
M,S-184185,WASHINGTON STREET,BETHUNE STREET,BANK STREET,E
M,S-988873,WASHINGTON STREET,HUBERT STREET,LAIGHT STREET,W
M,S-184183,WASHINGTON STREET,LEROY STREET,CLARKSON STREET,E
M,S-600695,WASHINGTON STREET,NORTH MOORE STREET,BEACH STREET,W
M,S-184182,WASHINGTON STREET,MORTON STREET,LEROY STREET,W
M,S-106179,WASHINGTON STREET,DEY STREET,FULTON STREET,W
M,S-184181,WASHINGTON STREET,GANSEVOORT STREET,HORATIO STREET,W
M,S-123663,WASHINGTON STREET,LEROY STREET,CLARKSON STREET,W
M,S-106177,WASHINGTON STREET,CORTLANDT STREET,DEY STREET,W
M,S-184180,WASHINGTON STREET,BARROW STREET,MORTON STREET,W
M,S-988884,WASHINGTON STREET,DESBROSSES STREET,WATTS STREET,E
M,S-988895,WASHINGTON STREET,WATTS STREET,CANAL STREET,W
M,S-184179,WASHINGTON STREET,PERRY STREET,CHARLES LANE,W
M,S-067306,WASHINGTON STREET,DEAD END,WARREN STREET,E
M,S-067305,WASHINGTON STREET,WARREN STREET,DEAD END,W
M,S-245376,WASHINGTON STREET,JAY STREET,HARRISON STREET,E
M,S-992443,WASHINGTON STREET,VESTRY STREET,DESBROSSES STREET,W
M,S-184178,WASHINGTON STREET,WEST   11 STREET,PERRY STREET,W
M,S-184176,WASHINGTON STREET,WEST HOUSTON STREET,SPRING STREET,E
M,S-106180,WASHINGTON STREET,FULTON STREET,VESEY STREET,E
M,S-117792,WASHINGTON STREET,WATTS STREET,CANAL STREET,E
M,S-221906,WASHINGTON STREET,MORRIS STREET,BATTERY PLACE,W
M,S-255716,WASHINGTON STREET,RECTOR STREET,JOSEPH P WARD STREET,W
M,P-257246,WASHINGTON STREET,MORRIS STREET,BATTERY PLACE,E
M,S-202079,WASHINGTON STREET,WEST   13 STREET,LITTLE WEST   12 STREET,W
M,S-184175,WASHINGTON STREET,CLARKSON STREET,WEST HOUSTON STREET,E
M,S-184174,WASHINGTON STREET,BARROW STREET,MORTON STREET,E
M,S-184173,WASHINGTON STREET,CHARLES STREET,WEST   10 STREET,E
M,S-184172,WASHINGTON STREET,PERRY STREET,CHARLES STREET,E
M,S-167900,WASHINGTON STREET,HUBERT STREET,LAIGHT STREET,E
M,S-184171,WASHINGTON STREET,WEST   11 STREET,PERRY STREET,E
M,S-106187,WASHINGTON STREET,PARK PLACE,MURRAY STREET,W
M,S-184169,WASHINGTON STREET,JANE STREET,WEST   12 STREET,E
M,S-129938,WASHINGTON STREET,WEST   12 STREET,BETHUNE STREET,W
M,S-211064,WASHINGTON STREET,LITTLE WEST   12 STREET,GANSEVOORT STREET,W
M,S-106181,WASHINGTON STREET,FULTON STREET,VESEY STREET,W
M,S-187960,WASHINGTON STREET,BANK STREET,WEST   11 STREET,E
M,S-148414,WASHINGTON STREET,HORATIO STREET,JANE STREET,E
M,S-258247,WASHINGTON STREET,CARLISLE STREET,ALBANY STREET,W
M,S-187631,WASHINGTON STREET,MORTON STREET,LEROY STREET,E
M,S-249949,WASHINGTON STREET,WEST HOUSTON STREET,SPRING STREET,W
M,S-178942,WASHINGTON STREET,LAIGHT STREET,VESTRY STREET,W
M,S-258161,WASHINGTON STREET,RECTOR STREET,JOSEPH P WARD STREET,E
M,S-228385,WASHINGTON STREET,SPRING STREET,WEST HOUSTON STREET,N
M,S-177787,WASHINGTON STREET,NORTH MOORE STREET,BEACH STREET,E
M,S-235511,WASHINGTON STREET,WEST   10 STREET,CHRISTOPHER STREET,E
M,S-783478,WASHINGTON STREET,WARREN STREET,CHAMBERS STREET,W
M,S-783477,WASHINGTON STREET,WARREN STREET,CHAMBERS STREET,E
M,S-987972,WASHINGTON STREET,VESTRY STREET,DESBROSSES STREET,E
M,S-027784,WASHINGTON STREET,BEACH STREET,HUBERT STREET,W
M,S-106176,WASHINGTON STREET,CORTLANDT STREET,DEY STREET,E
M,S-277734,WASHINGTON STREET,PARK PLACE,MURRAY STREET,E
M,S-277785,WASHINGTON STREET,BEACH STREET,HUBERT STREET,E
M,S-092176,WASHINGTON STREET,ALBANY STREET,LIBERTY STREET,E
M,S-110113,WATERSIDE PLAZA,EAST   25 STREET,EAST   34 STREET,E
M,S-283557,WATERSIDE PLAZA,EAST   25 STREET,EAST   28 STREET,E
M,S-247711,WATER STREET,PIKE SLIP,RUTGERS SLIP,S
M,S-228888,WATER STREET,BROAD STREET,OLD SLIP,E
M,S-987985,WATER STREET,PECK SLIP,DOVER STREET,W
M,S-119469,WATER STREET,MAIDEN LANE,FLETCHER STREET,E
M,P-256649,WATER STREET,FLETCHER STREET,JOHN STREET,E
M,S-917050,WATER STREET,CATHERINE SLIP,CATHERINE SLIP,N
M,S-917049,WATER STREET,CATHERINE SLIP,CATHERINE SLIP,S
M,S-282336,WATER STREET,CATHERINE SLIP         *S RDWY,CATHERINE SLIP         *N RDWY,E
M,S-282327,WATER STREET,CATHERINE SLIP         *S RDWY,MARKET SLIP,W
